"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: Community_Detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
1,6,"org.axonframework.update.common,org.axonframework.update.api,org.axonframework.extension.springboot.util.jpa,org.axonframework.messaging.core.unitofwork.annotation,org.axonframework.messaging.tracing.attributes,org.axonframework.extension.tracing.opentelemetry",""
0.93,1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory",""
0.9,1,"org.axonframework.messaging.eventhandling.tracing",""
0.87,1,"org.axonframework.messaging.eventhandling.processing.errorhandling",""
0.86,1,"org.axonframework.modelling.entity.child",""
0.83,2,"org.axonframework.messaging.queryhandling.tracing,org.axonframework.messaging.core.interception.annotation",""
0.81,1,"org.axonframework.messaging.eventhandling.interception",""
0.8,3,"org.axonframework.messaging.commandhandling.retry,org.axonframework.messaging.core.correlation,org.axonframework.messaging.core.retry",""
0.75,1,"org.axonframework.messaging.eventhandling.gateway",""
0.73,4,"org.axonframework.test.matchers,org.axonframework.messaging.commandhandling.tracing,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.queryhandling.gateway",""
0.71,3,"org.axonframework.test.util,org.axonframework.messaging.monitoring.interception,org.axonframework.messaging.commandhandling.configuration",""
0.7,2,"org.axonframework.test,org.axonframework.common.function",""
0.69,2,"org.axonframework.messaging.commandhandling.gateway,org.axonframework.modelling.entity",""
0.67,11,"org.axonframework.update.detection,org.axonframework.update.configuration,org.axonframework.messaging.monitoring.configuration,org.axonframework.messaging.eventhandling.sequencing,org.axonframework.messaging.eventhandling.processing.streaming.token.annotation,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.core.reflection,org.axonframework.modelling.repository",""
0.65,1,"org.axonframework.messaging.core.interception",""
0.64,4,"org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.core.timeout,org.axonframework.eventsourcing.eventstore.inmemory",""
0.62,3,"org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation.reflection",""
0.61,2,"org.axonframework.messaging.queryhandling.distributed,org.axonframework.messaging.core.configuration.reflection",""
0.6,4,"org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.eventhandling.replay,org.axonframework.conversion.avro,org.axonframework.modelling.configuration",""
0.58,5,"org.axonframework.messaging.commandhandling.distributed,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.queryhandling.annotation,org.axonframework.eventsourcing.annotation,org.axonframework.axonserver.connector.query",""
0.57,1,"org.axonframework.messaging.eventstreaming",""
0.56,4,"org.axonframework.messaging.eventhandling.configuration,org.axonframework.modelling.annotation,org.axonframework.eventsourcing.eventstore,org.axonframework.axonserver.connector.command",""
0.55,2,"org.axonframework.messaging.eventhandling.annotation,org.axonframework.modelling",""
0.54,2,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc,org.axonframework.messaging.eventhandling.processing.streaming.segmenting",""
0.53,1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa",""
0.52,4,"org.axonframework.messaging.eventhandling.replay.annotation,org.axonframework.modelling.entity.annotation,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.axonserver.connector.event",""
0.51,1,"org.axonframework.messaging.monitoring",""
0.5,5,"org.axonframework.test.fixture,org.axonframework.extension.springboot,org.axonframework.axonserver.connector.util,org.axonframework.common.jdbc,org.axonframework.common.lifecycle",""
0.48,1,"org.axonframework.messaging.core.unitofwork.transaction",""
0.47,1,"org.axonframework.messaging.tracing",""
0.46,1,"org.axonframework.common.jpa",""
0.43,1,"org.axonframework.update",""
0.42,3,"org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.extension.metrics.micrometer,org.axonframework.eventsourcing.configuration",""
0.41,1,"org.axonframework.axonserver.connector",""
0.4,1,"org.axonframework.messaging.eventhandling.conversion",""
0.39,1,"org.axonframework.messaging.core.conversion",""
0.37,2,"org.axonframework.messaging.queryhandling,org.axonframework.eventsourcing.eventstore.jpa",""
0.35,2,"org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.conversion",""
0.33,1,"org.axonframework.extension.springboot.actuator.axonserver",""
0.3,1,"org.axonframework.conversion.json",""
0.28,3,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.annotation,org.axonframework.common.configuration",""
0.27,2,"org.axonframework.messaging.eventhandling,org.axonframework.messaging.core.configuration",""
0.17,1,"org.axonframework.extension.springboot.autoconfig",""
0.16,3,"org.axonframework.messaging.core,org.axonframework.messaging.core.unitofwork,org.axonframework.common.annotation",""
0.15,1,"org.axonframework.common.infra",""
0.14,1,"org.axonframework.common",""
0.07,1,"org.axonframework.common.util",""
0,10,"org.axonframework.test.server,org.axonframework.extension.springboot.service.connection,org.axonframework.extension.springboot.actuator,org.axonframework.extension.springboot.util,org.axonframework.conversion.converter,org.axonframework.extension.metrics.micrometer.reservoir,org.axonframework.common.io,org.axonframework.common.caching,org.axonframework.common.digest",""
